ACH_DATE,COMMISSIONER_ORGANISATION_CODE,GEOGRAPHY_CODE,SUB_ICB_LOC_NAME,Measure,Value
30-Apr-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,NOT_DEFINED,458
30-Apr-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,OTHER_ETHNIC_GROUP,0
30-Apr-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,WHITE,642
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,ASIAN_OR_ASIAN_BRITISH,9
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,3
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,NOT_DEFINED,1462
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,OTHER_ETHNIC_GROUP,4
30-Apr-22,02H,E38000205,NHS Greater Manchester ICB - 02H,WHITE,1159
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,ASIAN_OR_ASIAN_BRITISH,2
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,NOT_DEFINED,555
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,OTHER_ETHNIC_GROUP,21
30-Apr-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,WHITE,1436
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,ASIAN_OR_ASIAN_BRITISH,7
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,NOT_DEFINED,1157
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,OTHER_ETHNIC_GROUP,6
30-Apr-22,02P,E38000006,NHS South Yorkshire ICB - 02P,WHITE,983
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,ASIAN_OR_ASIAN_BRITISH,1
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,NOT_DEFINED,276
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,OTHER_ETHNIC_GROUP,4
30-Apr-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,WHITE,911
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,ASIAN_OR_ASIAN_BRITISH,52
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,4
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,NOT_DEFINED,753
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,OTHER_ETHNIC_GROUP,29
30-Apr-22,02T,E38000025,NHS West Yorkshire ICB - 02T,WHITE,742
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,ASIAN_OR_ASIAN_BRITISH,18
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,9
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,NOT_DEFINED,693
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,OTHER_ETHNIC_GROUP,3
30-Apr-22,02X,E38000044,NHS South Yorkshire ICB - 02X,WHITE,1766
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,ASIAN_OR_ASIAN_BRITISH,4
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,NOT_DEFINED,2131
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,OTHER_ETHNIC_GROUP,2
30-Apr-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,WHITE,860
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,ASIAN_OR_ASIAN_BRITISH,6
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,NOT_DEFINED,1388
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,OTHER_ETHNIC_GROUP,3
30-Apr-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,WHITE,504
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,ASIAN_OR_ASIAN_BRITISH,3
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,NOT_DEFINED,692
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,OTHER_ETHNIC_GROUP,2
30-Apr-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,WHITE,722
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,ASIAN_OR_ASIAN_BRITISH,6
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,3
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,NOT_DEFINED,600
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,OTHER_ETHNIC_GROUP,4
30-Apr-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,WHITE,696
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,ASIAN_OR_ASIAN_BRITISH,28
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,NOT_DEFINED,811
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,OTHER_ETHNIC_GROUP,5
30-Apr-22,03L,E38000141,NHS South Yorkshire ICB - 03L,WHITE,1627
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,ASIAN_OR_ASIAN_BRITISH,97
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,21
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,NOT_DEFINED,2887
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,OTHER_ETHNIC_GROUP,26
30-Apr-22,03N,E38000146,NHS South Yorkshire ICB - 03N,WHITE,1658
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,ASIAN_OR_ASIAN_BRITISH,5
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,6
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,NOT_DEFINED,1897
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,OTHER_ETHNIC_GROUP,5
30-Apr-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,WHITE,770
30-Apr-22,03R,E38000190,NHS West Yorkshire ICB - 03R,ASIAN_OR_ASIAN_BRITISH,18
30-Apr-22,03R,E38000190,NHS West Yorkshire ICB - 03R,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
30-Apr-22,03R,E38000190,NHS West Yorkshire ICB - 03R,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
30-Apr-22,03R,E38000190,NHS West Yorkshire ICB - 03R,NOT_DEFINED,1359
